,S&P 500,S&P 500 daily exposure,S&P/Gold/BTC 60/30/10 daily exposure,Static HMM daily exposure,Static HMM/Gold/BTC 60/30/10 daily exposure,Static HMM with momentum/Gold/BTC 60/30/10 daily exposure
2020-04-04,13427.638727986256,11580.48312328822,17488.41289228015,15724.284623436453,18691.612912309178,21000.00026125459
2020-04-05,13427.638727986256,11580.48312328822,17488.41289228015,15724.284623436453,18691.612912309178,21000.00026125459
2020-04-06,14329.525554328182,11779.630946651465,17823.963517746855,16046.905736035143,19048.113684888864,21442.85223970704
2020-04-07,14344.131619832759,11766.538523056492,17737.026130330003,15977.285009052806,18953.71353276811,21299.47481836458
2020-04-08,14825.642338191823,11861.204692782012,17813.527801039116,16068.609033990626,19010.902877217242,21363.72157294463
2020-04-09,15051.249652001306,11905.501493938813,18099.920069189,16058.839510509937,19308.550668200034,21648.784438440915
2020-04-10,15051.249652001306,11900.319252524112,18084.763045513802,16058.839510509937,19296.96566822506,21636.207227705043
2020-04-11,15051.249652001306,11900.319252524112,18084.763045513802,16058.839510509937,19296.96566822506,21636.207227705043
2020-04-12,15051.249652001306,11900.319252524112,18084.763045513802,16058.839510509937,19296.96566822506,21636.207227705043
2020-04-13,14913.83014072615,11873.156457183017,18091.41144157545,16139.348346370152,19326.741687523147,21734.570945883013
2020-04-14,15353.681601422504,11963.50490133883,18217.46839545351,16337.49405177251,19450.978022950017,21944.871626263724
2020-04-15,15027.442052608392,11893.689379893036,18039.90173752282,16306.67684512471,19264.77145118931,21782.890635699554
2020-04-16,15099.939829907205,11913.435095363679,18044.09675302668,16407.402331281355,19247.890336654586,21845.958712289
2020-04-17,15507.875097664119,11984.636308008634,17978.148102670926,16406.5601608576,19183.463139638487,21694.389264001915
2020-04-18,15507.875097664119,11984.636308008634,17978.148102670926,16406.5601608576,19183.463139638487,21694.389264001915
2020-04-19,15507.875097664119,11984.636308008634,17978.148102670926,16406.5601608576,19183.463139638487,21694.389264001915
2020-04-20,15234.656177313158,11917.855296982716,17935.2341882111,16372.128696473526,19134.369393649667,21685.45354307361
2020-04-21,14772.080178893744,11830.50512570376,17783.913610523225,16205.310604931812,18980.257786676488,21466.62654099284
2020-04-22,15099.939829907205,11898.382442003947,18023.94254412729,16348.562038760867,19226.95996309786,21791.825145567695
2020-04-23,15098.858564359523,11885.1750825462,18002.064159839018,16330.309610131357,19221.023325758473,21765.344411744118
2020-04-24,15309.319179890592,11925.660694817987,18001.253409602756,16381.31948687284,19196.12733884355,21762.538650094455
2020-04-25,15309.319179890592,11925.660694817987,18001.253409602756,16381.31948687284,19196.12733884355,21762.538650094455
2020-04-26,15309.319179890592,11925.660694817987,18001.253409602756,16381.31948687284,19196.12733884355,21762.538650094455
2020-04-27,15530.05541036899,11975.93968666801,18018.92501859432,16404.615546816178,19209.612165455048,21749.940449346155
2020-04-28,15458.639796678946,11959.43163733074,18010.738922643737,16207.028817722212,19197.162971719954,21603.470037212588
2020-04-29,15863.32228718195,12030.429672452019,18033.48939346409,16339.73345976658,19252.914468544343,21660.741096372785
2020-04-30,15715.625364837293,11972.586244967652,17887.454784467925,16365.05250800692,19109.862017793854,21567.383092385946
2020-05-01,15299.577013228418,11817.704996543103,17828.498117132793,16150.279281387371,19017.802313205968,21493.870207324522
2020-05-02,15299.577013228418,11817.704996543103,17854.09560360812,16150.279281387371,19045.149101244842,21524.733782029114
2020-05-03,15299.577013228418,11817.704996543103,17835.258129037964,16150.279281387371,19025.0242962272,21502.02093464848
2020-05-04,15341.782292031483,11831.063220880784,17902.711116628478,16233.251559871513,19089.829195489066,21634.521862594796
2020-05-05,15483.52686549737,11849.751439298605,17909.05322311782,16263.330010945467,19068.336320597384,21645.7538703041
2020-05-06,15378.563281874412,11804.498689452601,17852.727527188745,16301.196606432632,19014.4547562691,21656.69384206922
2020-05-07,15564.138624709232,11847.032770153271,18168.800514496692,16388.937551304633,19360.087840926084,22061.198930524915
2020-05-08,15821.668417885763,11932.234761988215,18168.7863675501,16450.76325289069,19356.804311348664,22017.980080659145
2020-05-09,15821.668417885763,11932.234761988215,18117.455650207936,16450.76325289069,19301.965714270285,21956.089260603138
2020-05-10,15821.668417885763,11932.234761988215,17944.654258131566,16450.76325289069,19117.355282051085,21747.737996171447
2020-05-11,15824.908622284469,11903.218378135878,17803.94113325065,16519.865655404796,18952.790104888045,21664.080164471747
2020-05-12,15509.495199863477,11779.159231498177,17756.44150936733,16348.982026481406,18904.56215002859,21605.772703094215
2020-05-13,15235.198606209176,11668.523698525676,17774.599232408025,16263.317037575378,18928.909495591826,21679.506720418776
2020-05-14,15417.521171790087,11696.635670443991,17954.03293647042,16311.268950557404,19128.60610337934,21903.387530200445
2020-05-15,15488.392560461945,11711.36025773491,17935.822778460555,16378.509096686248,19109.72197783292,21918.68533546705
2020-05-16,15488.392560461945,11711.36025773491,17945.80522335905,16378.509096686248,19120.386611058217,21930.721436517677
2020-05-17,15488.392560461945,11711.36025773491,18005.86903596096,16378.509096686248,19184.55511266538,22003.141983318976
2020-05-18,15960.163806342089,11885.20683100139,18099.427256598832,16454.410278092913,19353.909376199772,21988.065365853152
2020-05-19,15796.235327926988,11819.39824540615,18073.944590684205,16418.055205197652,19319.14092745626,21999.721422741928
2020-05-20,16064.583164946864,11900.274908709467,18100.31048786018,16507.471791750304,19378.37338659832,22014.801774441563
2020-05-21,15953.674416933824,11840.683422370697,17839.916091593903,16389.685168814773,19077.810967299665,21672.107963485545
2020-05-22,15983.967813490659,11853.78932297673,17918.525430858655,16433.82801700292,19150.663426242332,21787.62931102763
2020-05-23,15983.967813490659,11853.78932297673,17923.94578752928,16433.82801700292,19156.454203595003,21794.164780171857
2020-05-24,15983.967813490659,11853.78932297673,17838.932930154177,16433.82801700292,19065.63166938028,21691.662502185423
2020-05-25,15983.967813490659,11861.237680289389,17878.359346631663,16433.82801700292,19100.6192903728,21731.149518090315
2020-05-26,16180.900036820489,11947.493097910523,17863.36486114746,16359.139425280853,19124.530943213114,21560.78317643042
2020-05-27,16421.657641152735,12021.19217460226,17999.017919280366,16352.97825757169,19249.07713064775,21639.815060077122
2020-05-28,16391.36244847373,12018.388967840108,18086.012209024033,16358.330596005857,19276.78813979206,21751.968501989537
2020-05-29,16464.399960485298,12035.89470805203,18146.80356808839,16499.52294834753,19349.254955089276,21917.991217940078
2020-05-30,16464.399960485298,12035.89470805203,18199.86982209354,16499.52294834753,19405.94769332726,21981.974621012083
2020-05-31,16464.399960485298,12035.89470805203,18151.258332165402,16499.52294834753,19354.014152407137,21923.362446244653
2020-06-01,16530.946286966428,11990.984912289374,18171.214855563623,16388.764176221157,19380.487720580768,21908.38388263786
2020-06-02,16667.825165467744,12073.263467647086,18117.14189461664,16489.10107841529,19315.885807395247,21833.596813564785
2020-06-03,16889.64266149383,12132.34670820352,18085.285956966192,16438.08559446025,19294.71683392419,21690.98806693368
2020-06-04,16845.280239961914,12104.315246689921,18156.881637343595,16316.14053744316,19384.843831888276,21711.18407322445
2020-06-05,17277.014126500875,12392.119808540669,18242.27142341033,16602.107487202637,19495.206918356478,21729.19488047277
2020-06-06,17277.014126500875,12392.119808540669,18239.890655458323,16602.107487202637,19492.66345157446,21726.324324818346
2020-06-07,17277.014126500875,12392.119808540669,18261.014528100182,16602.107487202637,19515.230904369248,21751.793943562392
2020-06-08,17485.847455343905,12516.826389463678,18429.356688880627,16595.199680028523,19700.075528961366,21814.518694411636
2020-06-09,17355.46335461737,12407.292778352863,18377.248715617985,16818.1058283125,19665.055441900447,22046.338669146746
2020-06-10,17258.618243212895,12311.33839644085,18286.06853297768,17004.193920614834,19526.93771158222,22187.25793580941
2020-06-11,16263.677919372069,11519.028453979838,17472.67748230011,15956.691445098686,18624.906526091694,21234.59199442534
2020-06-12,16458.449407728705,11551.829780194304,17521.22068199432,15996.826722280288,18680.647756797767,21289.405292990203
2020-06-13,16458.449407728705,11551.829780194304,17520.117331236343,15996.826722280288,18679.469004370647,21288.074953443895
2020-06-14,16458.449407728705,11551.829780194304,17502.577344879737,15996.826722280288,18660.730356356857,21266.92652233694
2020-06-15,16612.10047507431,11571.290283383905,17486.823921916002,16022.887556845839,18637.614930564774,21247.505771247637
2020-06-16,16931.842551930375,11674.282360844725,17614.611026681574,16156.427922396222,18759.176179200127,21395.85944474921
2020-06-17,16861.515388276704,11674.253188854611,17631.693000549276,16238.658871332076,18771.095315524133,21481.510108100185
2020-06-18,16868.008369929314,11679.318047005776,17612.661540861758,16259.088622232402,18744.67743059381,21469.24360659524
2020-06-19,16771.597920090517,11640.341766398815,17610.78265333547,16241.439236247204,18737.76386966529,21495.149240699142
2020-06-20,16771.597920090517,11640.341766398815,17619.565209498334,16241.439236247204,18747.146615196063,21505.738603779428
2020-06-21,16771.597920090517,11640.341766398815,17613.876072954285,16241.439236247204,18741.068689875374,21498.879059546394
2020-06-22,16879.194618817965,11651.47254609235,17706.49954382924,16301.32355030553,18847.453057029077,21645.879744774793
2020-06-23,16956.903844599503,11668.85387912876,17753.474730351092,16329.586396847139,18918.776227433318,21706.081013471096
2020-06-24,16524.354518594348,11505.328773350899,17506.70996276062,16144.168403404576,18647.75229530472,21438.677714693287
2020-06-25,16701.506048441406,11565.493930592764,17537.94885846045,16226.077737670874,18673.77457511553,21476.08310857542
2020-06-26,16304.818097727,11429.607912655036,17429.51152406074,16050.583872657231,18521.237347876966,21353.438875978234
2020-06-27,16304.818097727,11429.607912655036,17406.380570510144,16050.583872657231,18496.525652668337,21325.54926605167
2020-06-28,16304.818097727,11429.607912655036,17425.705952881315,16050.583872657231,18517.17170852167,21348.85039692959
2020-06-29,16544.454921823773,11519.235249180028,17529.32851223383,16103.911799974741,18628.03747868178,21419.086523444486
2020-06-30,16756.390153658245,11588.296710829287,17630.25790474135,16290.02386445446,18726.327784985187,21613.300958321764
2020-07-01,16873.76314536914,11631.717384318199,17630.34791275888,16329.910002241571,18757.91831249413,21598.018145829807
2020-07-02,16966.690914315986,11688.736032372977,17724.43693488099,16400.267736676047,18850.331150789825,21705.470225948284
2020-07-03,16966.690914315986,11714.357956850168,17756.132351791366,16400.267736676047,18859.654966746,21715.99308113282
2020-07-04,16966.690914315986,11714.357956850168,17765.088656391523,16400.267736676047,18869.22333447414,21726.7919373553
2020-07-05,16966.690914315986,11714.357956850168,17753.483922831605,16400.267736676047,18856.82554732357,21712.79979943587
2020-07-06,17228.60324559276,11902.843066832691,18000.684270000645,16786.919618083582,19202.227499676268,22112.87336157803
2020-07-07,17050.91287909403,11757.36084846889,17879.67888767281,16507.85899012676,19043.520088016907,21903.553510203532
2020-07-08,17181.325717775315,11830.940492661424,18050.785449268136,16689.906744260414,19240.946927168676,22174.285216824384
2020-07-09,17083.51608876435,11791.609278922197,17928.528224215264,16690.197901711617,19143.093870228076,22069.617318735658
2020-07-10,17257.948289642656,11869.006069462685,18016.248143870216,16784.805597936138,19296.930346158268,22166.539832910657
2020-07-11,17257.948289642656,11869.006069462685,18008.582885157128,16784.805597936138,19288.741252846623,22157.297625276347
2020-07-12,17257.948289642656,11869.006069462685,18015.788236132583,16784.805597936138,19296.439008876747,22165.985309839372
2020-07-13,17108.512721035277,11792.580853127898,17996.660839257984,16382.763665209743,19230.811843186842,21907.617322029324
2020-07-14,17330.2242458532,11880.429878913623,18088.316186482913,16461.58797788348,19323.219053049514,21985.507226830618
2020-07-15,17489.43969968837,11957.921032850503,18178.575789599214,16540.10594040044,19413.744742777202,22072.667188295763
2020-07-16,17431.83985774712,11926.10383053895,18103.23000682728,16323.589529763449,19308.557107973764,21845.002774983623
2020-07-17,17482.37555118499,11975.635139034004,18221.39418950009,16373.662633376087,19372.5389228576,21973.535744081404
2020-07-18,17482.37555118499,11975.635139034004,18222.93978026632,16373.662633376087,19374.190137445392,21975.39930424471
2020-07-19,17482.37555118499,11975.635139034004,18228.351617682983,16373.662633376087,19379.971813348493,21981.92450149638
2020-07-20,17623.658521252615,12049.565133027336,18299.731697388128,16814.377729688287,19509.63056151612,22336.572127508764
2020-07-21,17661.15257159792,12113.74631959112,18506.54027874795,16769.36587268508,19720.10448098933,22480.964806965472
2020-07-22,17761.685121821985,12094.040283114271,18530.684577427524,16748.510197605585,19679.74631162818,22514.883948303326
2020-07-23,17549.75348223186,11991.82997885002,18555.112543415667,16474.081737527067,19673.63060854049,22437.8098560483
2020-07-24,17436.728902299932,11948.13394823117,18554.547880409587,16407.567732574586,19684.19015683718,22431.762377935425
2020-07-25,17436.728902299932,11948.13394823117,18582.896136309886,16407.567732574586,19714.4756985885,22465.942628975597
2020-07-26,17436.728902299932,11948.13394823117,18629.00148889043,16407.567732574586,19763.73183573669,22521.533086852105
2020-07-27,17563.887167605135,11993.517252706253,18965.664871681656,16558.928404779304,20112.387755489483,22998.09140036075
2020-07-28,17452.48807823908,11857.106825351868,18828.500677566597,16288.13151491407,19939.509762797337,22766.017729810417
2020-07-29,17667.13186230927,12010.569316339648,19036.142945178362,16506.0124443114,20104.763918822893,23022.79564218864
2020-07-30,17604.095158552682,11953.2604328322,18942.32945039308,16527.84090285398,19973.063067414736,22988.884376327413
2020-07-31,17743.2120052806,12004.778182644444,19064.669787868555,16638.563705563985,20037.218812703264,23168.263502298112
2020-08-01,17743.2120052806,12004.778182644444,19138.097810206822,16638.563705563985,20114.39263039573,23257.496611967184
2020-08-02,17743.2120052806,12004.778182644444,19019.23626789688,16638.563705563985,19989.467585368446,23113.050599360206
2020-08-03,17866.560695458506,12068.930150200013,19109.965667197237,16902.54996823532,20050.716030891515,23369.575840273887
2020-08-04,17935.567709315586,12096.165538577437,19219.196484184926,17097.70847847367,20214.160794247564,23633.82922231699
2020-08-05,18046.970390925988,12093.302408620368,19343.693119613414,17159.0581918716,20434.49594489101,23839.694240382098
2020-08-06,18167.60514050166,12179.636140170036,19493.85162104588,17390.858915673976,20628.933758556246,24115.865108298865
2020-08-07,18180.648579716395,12210.381105514725,19387.83780817997,17108.396895047965,20463.062419254267,23715.44357054717
2020-08-08,18180.648579716395,12210.381105514725,19413.33698734292,17108.396895047965,20489.86239208975,23746.43134576243
2020-08-09,18180.648579716395,12210.381105514725,19400.249797018347,17108.396895047965,20476.107582848636,23730.527190205667
2020-08-10,18234.986663792875,12294.160896205482,19585.537719340675,17087.612965725126,20668.678721686993,23841.320339105434
2020-08-11,18084.4644412713,12153.598473485026,19082.47591074021,16669.81062809718,20174.393427041276,23043.681302057463
2020-08-12,18336.60946017548,12338.900806135556,19304.56101758295,17078.835038097157,20399.75741494784,23440.724194384624
2020-08-13,18303.460229364802,12288.907825770155,19336.27666912012,16949.236456596336,20350.26249272764,23428.880750924276
2020-08-14,18304.000862138644,12275.427142640016,19255.392889262344,16918.53086456051,20243.07381576838,23320.543561928505
2020-08-15,18304.000862138644,12275.427142640016,19271.551934838997,16918.53086456051,20260.05718530095,23340.1807772609
2020-08-16,18304.000862138644,12275.427142640016,19276.075444123075,16918.53086456051,20264.81145308187,23345.677953777184
2020-08-17,18362.141336853736,12336.242215981809,19546.79242030016,17131.363188158703,20492.279633066242,23782.058950667833
2020-08-18,18401.81228727178,12386.75306330758,19607.623655281976,17289.200326918453,20645.14672234388,23929.362322674253
2020-08-19,18325.19510377096,12335.17998356873,19401.47212259907,17185.69756498204,20392.30578404823,23652.083592931136
2020-08-20,18382.252516816192,12433.170592114573,19479.349876791814,17550.62711057846,20519.809838411617,23938.142102375252
2020-08-21,18447.460732279007,12517.139006391473,19537.81093440918,17682.850793477297,20558.55116445867,24022.423688527324
2020-08-22,18447.460732279007,12517.139006391473,19552.895147478655,17682.850793477297,20574.40487088284,24040.754717965916
2020-08-23,18447.460732279007,12517.139006391473,19550.028520410302,17682.850793477297,20571.392008113,24037.271060917494
2020-08-24,18634.388555109515,12700.349908243401,19756.949797401445,17925.79184718017,20811.36467254006,24279.550910867343
2020-08-25,18699.5985666945,12730.24658671603,19660.8846738812,18060.09980692669,20683.662284071746,24240.39899803043
2020-08-26,18887.070614543194,12827.671425053271,19841.219205988975,18816.18930779173,20971.732824941868,24978.4237641243
2020-08-27,18928.370647771455,12775.551734318711,19660.820804332627,18577.863090789157,20787.698482296517,24620.43392913225
2020-08-28,19050.634480157336,12870.834524949109,19920.99650781586,18705.85694030788,21112.5105914896,24933.21304090773
2020-08-29,19050.634480157336,12870.834524949109,19915.0055101898,18705.85694030788,21106.213974151062,24925.932505069097
2020-08-30,19050.634480157336,12870.834524949109,19949.41015624451,18705.85694030788,21142.373709873867,24967.742613209866
2020-08-31,18981.622077933735,12752.428124253896,19797.119050299058,18726.23813249036,20948.859857660173,24936.80819555571
2020-09-01,19160.40269059101,12851.83661010977,19929.625327606267,19086.49140006986,21148.334579364684,25283.70509225511
2020-09-02,19437.540749521777,13079.729256625167,19980.39610267934,19266.566748855043,21175.264577305625,25231.962177413112
2020-09-03,18768.610968918103,12706.658676061768,19454.054593730307,18417.82138066304,20668.036655591237,24315.227538076986
2020-09-04,18615.374805794287,12668.866134173406,19468.64637822301,18232.299329865735,20660.908616432145,24221.724690420553
2020-09-05,18615.374805794287,12668.866134173406,19410.858738166942,18232.299329865735,20600.17304632487,24151.49849259535
2020-09-06,18615.374805794287,12668.866134173406,19429.564448521567,18232.299329865735,20619.8329940498,24174.230532085974
2020-09-07,18615.374805794287,12662.814374241594,19431.817250503897,18232.299329865735,20628.26132725029,24183.975888779398
2020-09-08,18106.74174457346,12489.819575425165,19253.390286298567,17887.118233456007,20465.127327958027,23879.075777114143
2020-09-09,18464.302969888005,12615.170057515572,19428.044784633646,18156.27352334336,20585.80157145182,24171.044257342728
2020-09-10,18143.695162144923,12481.945571252834,19320.716335781355,17903.435485487425,20456.56578053371,23983.64372145355
2020-09-11,18152.934414598876,12491.116245037061,19295.181678567234,17789.12860424136,20399.832321494756,23846.494091511846
2020-09-12,18152.934414598876,12491.116245037061,19302.123253724076,17789.12860424136,20407.128008326476,23854.92981288254
2020-09-13,18152.934414598876,12491.116245037061,19282.199128865075,17789.12860424136,20386.18749092473,23830.717100051825
2020-09-14,18392.034198166155,12659.685836428764,19549.848379657054,18073.14928014535,20538.795780080003,24198.070949920068
2020-09-15,18484.95657874648,12715.517041404048,19627.110033045166,18270.06612609047,20636.053107309755,24391.830378345512
2020-09-16,18411.595764743914,12636.71010829967,19576.402505759892,17905.424221772602,20597.452046559294,24116.816915506555
2020-09-17,18249.66277806216,12481.422194235518,19339.07754095283,17596.847476990766,20326.39407504875,23750.419220117805
2020-09-18,18039.557794721193,12361.528369527468,19273.552783748422,17377.380609133786,20246.668359405758,23626.2646709265
2020-09-19,18039.557794721193,12361.528369527468,19298.64634190854,17377.380609133786,20273.04201922984,23656.759516844777
2020-09-20,18039.557794721193,12361.528369527468,19272.49474881599,17377.380609133786,20245.556350769442,23624.97889821803
2020-09-21,17838.785462187134,12188.643284324227,18859.406417048576,17482.920510727792,19796.261261452186,23411.342630851916
2020-09-22,18020.463219908215,12300.246881693749,19029.302427274815,17711.01813990207,19982.10674741241,23679.144322482345
2020-09-23,17602.550493484567,12033.789063503533,18624.560428153654,17110.387650456956,19507.146078601494,22994.022130266592
2020-09-24,17649.470592989735,12086.368453089837,18829.895822054405,17225.090087070643,19722.90692537886,23278.50074201345
2020-09-25,17934.80435739239,12180.953330267115,18873.7723425573,17415.590101164133,19748.285705468825,23381.45307917725
2020-09-26,17934.80435739239,12180.953330267115,18883.61129766534,17415.590101164133,19758.626576754912,23393.40982991392
2020-09-27,17934.80435739239,12180.953330267115,18887.77470339002,17415.590101164133,19763.00237095643,23398.469392023817
2020-09-28,18232.69660802328,12404.867909030978,19147.084080301614,17768.244902151495,20028.600894110426,23748.94289305015
2020-09-29,18133.394401487192,12339.649153496088,19172.509251770767,17777.90229749636,20048.20258260404,23863.429353300828
2020-09-30,18270.88216540489,12417.07882647604,19206.485713768652,17955.524653359305,20089.106803211842,23963.45674020797
2020-10-01,18388.1833122289,12515.407037254956,19344.591261956495,18156.600577747402,20261.282327205434,24185.421740272977
2020-10-02,18213.598440965954,12380.89341733591,19175.55727767041,17747.075156131985,20002.292901151854,23793.619537047944
2020-10-03,18213.598440965954,12380.89341733591,19171.03387348634,17747.075156131985,19997.53874383242,23788.122488254023
2020-10-04,18213.598440965954,12380.89341733591,19191.448459934072,17747.075156131985,20018.99474281775,23812.93123256349
2020-10-05,18536.580722220726,12592.461441635543,19445.469219939758,18104.32575596681,20251.20416727493,24175.114116508346
2020-10-06,18273.062657721977,12303.279235487857,19038.88804753392,17655.193656288226,19812.757792326494,23640.642417718303
2020-10-07,18591.134340957873,12410.95879983688,19102.11707345449,17836.20279085394,19880.99872785629,23744.020479631563
2020-10-08,18755.899812305233,12449.940360340097,19176.545362394245,17815.183796389676,19972.396347997288,23771.769719372
2020-10-09,18923.395389354388,12551.859738769768,19382.83977661303,17987.695724807592,20222.030546516635,24048.57831125021
2020-10-10,18923.395389354388,12551.859738769768,19421.709422699696,17987.695724807592,20262.883056026472,24095.814492773272
2020-10-11,18923.395389354388,12551.859738769768,19436.42911046223,17987.695724807592,20278.353641556376,24113.702534294505
2020-10-12,19227.829116936537,12704.689578840156,19590.52126576292,18235.210651739922,20428.85211162976,24330.78313688027
2020-10-13,19102.341245251504,12665.269578900185,19458.47388777408,18346.882942656917,20322.728671731777,24309.25798999337
2020-10-14,18982.31897333657,12619.219640802432,19472.103003822496,18157.61197971679,20278.022687135603,24221.014843151574
2020-10-15,18958.8580255229,12591.519453689747,19455.125004860874,18051.453600815847,20256.68476063543,24143.76614716283
2020-10-16,18947.402358308413,12583.911175997495,19411.83267860335,18011.74254364987,20176.742443557127,24066.788095183885
2020-10-17,18947.402358308413,12583.911175997495,19417.870827437648,18011.74254364987,20183.088617435973,24074.125931339237
2020-10-18,18947.402358308413,12583.911175997495,19438.892409384414,18011.74254364987,20205.18257667803,24099.672324494582
2020-10-19,18659.338488203968,12384.652799808171,19303.89598932893,17671.669532411597,20046.05823898289,23882.230604657183
2020-10-20,18734.080520156986,12411.450198548257,19372.69275195182,17717.272929007933,20123.644138517175,23972.905588252615
2020-10-21,18698.6160878663,12401.68740591223,19559.33175372866,17729.275615743634,20316.784375555086,24221.0505723348
2020-10-22,18801.185440633675,12431.706368383326,19538.610178070034,17648.23889728758,20333.082186981377,24093.40479829068
2020-10-23,18865.016030390394,12473.205819500336,19600.151862263523,17726.397350675026,20396.947771236646,24185.437455086616
2020-10-24,18865.016030390394,12473.205819500336,19629.855012460423,17726.397350675026,20428.16617294746,24221.534089241166
2020-10-25,18865.016030390394,12473.205819500336,19616.91715105523,17726.397350675026,20414.56831036559,24205.811405054817
2020-10-26,18516.39590124921,12242.704524585253,19406.737722922615,17374.943065027233,20171.851753170373,23923.672969072246
2020-10-27,18452.559923125977,12217.312244181134,19492.206032347476,17412.533476043205,20256.62563930087,24088.346552740808
2020-10-28,17821.873175813424,11999.091609163659,19112.712598515784,17038.140125750073,19852.419478639615,23567.064720568625
2020-10-29,18003.003116271975,12032.491264354505,19149.084276028796,17094.589786129345,19910.19587539862,23619.751839922228
2020-10-30,17815.32810661782,11998.560671345642,19162.64321399507,16983.257235994606,19933.948422635884,23582.50470032058
2020-10-31,17815.32810661782,11998.560671345642,19202.010333878323,16983.257235994606,19975.323783652027,23630.34543487986
2020-11-01,17815.32810661782,11998.560671345642,19195.895430942586,16983.257235994606,19968.962618132213,23622.82032338582
2020-11-02,18015.008396871162,12027.615793694762,19226.1073057332,17009.38979397757,19988.756842604693,23647.48272081878
2020-11-03,18333.078283984883,12073.245583340009,19362.015019633785,17101.075807371457,20123.90767837776,23837.35702711645
2020-11-04,18742.809673914027,12130.780594579923,19375.306534769057,17221.18537054477,20128.60372376887,23885.998639214922
2020-11-05,19108.347477795447,12249.072861722814,19843.41106560858,17384.283328462323,20599.550259495736,24458.435306319527
2020-11-06,19103.98290091693,12143.56424165918,19687.506837046545,17275.995738966703,20479.425481689002,24300.849715450233
2020-11-07,19103.98290091693,12143.56424165918,19587.072607423543,17275.995738966703,20374.94651199792,24177.253513895732
2020-11-08,19103.98290091693,12143.56424165918,19675.666230048493,17275.995738966703,20467.108023544326,24286.27844772057
2020-11-09,19344.038221479834,12222.555937078823,19391.882737227872,17504.671105313602,20495.80005309084,24034.61409909799
2020-11-10,19315.66847176946,12214.216583657571,19450.952451093017,17449.481702058714,20567.55887169016,24071.086630377264
2020-11-11,19459.15528374241,12192.281894085409,19370.905335334275,17416.315155569177,20445.622250548706,23970.809934069515
2020-11-12,19270.38104731885,12054.47842670327,19339.193244145037,17281.444539935077,20395.129611938002,23982.026533577016
2020-11-13,19537.171646415398,12204.803685529723,19517.496568370945,17465.711194477557,20641.52840961436,24177.648813576827
2020-11-14,19537.171646415398,12204.803685529723,19483.83700836666,17465.711194477557,20606.51329412332,24136.226742853116
2020-11-15,19537.171646415398,12204.803685529723,19468.66333527635,17465.711194477557,20590.728538897383,24117.55374297417
2020-11-16,19781.045522716464,12299.885259045603,19630.833924968734,17665.987192342916,20829.847908402975,24371.967133156657
2020-11-17,19674.6594103331,12270.350035103193,19742.6575861103,17638.265157329668,20945.62709968466,24521.3366326665
2020-11-18,19437.876624368,12118.657910218752,19583.10787723259,17499.038113475894,20783.762547444403,24388.008680699848
2020-11-19,19519.716931145664,12242.336668705631,19714.119508668748,17665.730828350766,20896.388819731237,24542.24868561578
2020-11-20,19386.04413072178,12174.535347512592,19802.831475054398,17508.183061095126,20973.10789508506,24600.01100237243
2020-11-21,19386.04413072178,12174.535347512592,19805.666492990782,17508.183061095126,20976.057086353427,24603.499827343676
2020-11-22,19386.04413072178,12174.535347512592,19768.771024269066,17508.183061095126,20937.67574392879,24558.095588114735
2020-11-23,19502.253235265074,12195.895733694224,19651.014178143774,17563.47384926675,20864.06641099612,24434.09981653462
2020-11-24,19816.506362762804,12432.574309460615,19946.60701880528,17908.504936123107,21270.974776034396,24806.232225459687
2020-11-25,19785.95791685751,12405.225625836114,19867.418035789073,17825.60407129709,21171.97673833141,24671.88913833349
2020-11-26,19785.95791685751,12392.951825393402,19636.66670678838,17825.60407129709,20944.192597986326,24402.42577547443
2020-11-27,19841.06114897936,12425.413930282377,19625.59816375442,17860.076822369436,20900.443007623562,24379.224523485816
2020-11-28,19841.06114897936,12425.413930282377,19707.9066704489,17860.076822369436,20986.06628574827,24480.51487858932
2020-11-29,19841.06114897936,12425.413930282377,19770.085605977536,17860.076822369436,21050.74932404015,24557.033414917914
2020-11-30,19753.221794146444,12354.474749676585,19881.481802560327,17754.564589890106,21117.17607621835,24689.860294586233
2020-12-01,19969.266553510974,12495.379048552377,19966.21887155994,18041.41579967355,21249.340249653,24867.11170520749
2020-12-02,20011.27964724161,12509.25355921813,20045.377537240463,18417.08970774698,21416.5955541926,25261.75636718064
2020-12-03,20005.82662032672,12490.53880900982,20070.35147020821,18506.073282730362,21442.207563251588,25388.890748263657
2020-12-04,20178.22740702823,12588.57922562356,20058.69088490958,18709.70985618388,21409.05855078989,25428.69349278847
2020-12-05,20178.22740702823,12588.57922562356,20119.879003725393,18709.70985618388,21472.710869677663,25503.992711932053
2020-12-06,20178.22740702823,12588.57922562356,20145.58008578698,18709.70985618388,21499.446999220545,25535.620934009086
2020-12-07,20136.76213056012,12556.880768721267,20130.460951790617,18647.161866638446,21485.782119423133,25502.254605030426
2020-12-08,20195.68391842013,12591.117301537939,20058.420437206667,18631.59448263612,21413.61270598706,25360.14813410606
2020-12-09,20014.557570205925,12424.390212664333,19789.126403628572,18479.698504114283,21157.376443914265,25098.956545337674
2020-12-10,20008.00531652163,12428.183376625737,19755.845603538324,18520.969337426654,21136.220124003765,25087.972668260278
2020-12-11,19984.54616483013,12412.785431653661,19722.178146450355,18557.637173577426,21248.687421121216,25095.34757033947
